,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,category,tweets_id,user_char,activity_level_frequency,activity_level
41,41,41,James 🤌🏻,jamesm,Design @clerkdev. I run a tiny design studio @wireframe. Download icons @theiconicapp. Prev: @tailwindlabs,2008-04-01 14:38:39+00:00,76517,1512,[],[],[],Science & Technology,234103,Design @clerkdev. I run a tiny design studio @wireframe. Download icons @theiconicapp. Prev: @tailwindlabs,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
42,42,42,Mon,montolentino_,i saw taylor swift 3/7 and 3/9 of '24 😭,2012-01-02 08:53:49+00:00,24292,84,[43],[],[],Science & Technology,234103,i saw taylor swift 3/7 and 3/9 of '24 😭,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
43,43,43,MacRumors.com,MacRumors,"Apple, iPhone, iPad and Mac rumors, news, tips and videos. Tap Follow! Message us with questions / comments.",2008-05-21 20:01:19+00:00,1296449,98,[],[],['some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins'],Science & Technology,234103,"Apple, iPhone, iPad and Mac rumors, news, tips and videos. Tap Follow! Message us with questions / comments.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
44,44,44,Freud_is_alive,Freud_is_alive,"L'humour ne se résigne pas, il défie. (S.Freud) - Débattre sur Twitter, c’est faire des longueurs dans sa baignoire.",2009-06-23 09:56:04+00:00,34865,663,[45],[],[],Science & Technology,9216869,"L'humour ne se résigne pas, il défie. (S.Freud) - Débattre sur Twitter, c’est faire des longueurs dans sa baignoire.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
45,45,45,Complex,Complex,Making Culture Pop.,2008-02-04 14:34:39+00:00,2478631,795,[],[],"['mysterious creature discovered in california, everyone naturally cries alien: URL URL']",Science & Technology,9216869,Making Culture Pop.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
46,46,46,J.O Jetson,jojetson,“Embrace a different level of Consciousness “ #imbyrdowens,2009-03-29 00:02:13+00:00,32933,11870,[45],[],[],Science & Technology,9216869,“Embrace a different level of Consciousness “ #imbyrdowens,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
47,47,47,Roy Drones Jr,chiweethedog,macdonal im love it,2011-11-29 10:38:27+00:00,26191,999,[45],[],[],Science & Technology,9216869,macdonal im love it,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
48,48,48,Army Recognition,ArmyRecognition,Army Recognition Is The Most Popular Defense & Security Online Magazine Covering Land Forces.,2010-01-21 06:32:19+00:00,37475,1200,[64],[],[],Terrorism & War,6459264,Army Recognition Is The Most Popular Defense & Security Online Magazine Covering Land Forces.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
49,49,49,Terrill Tailfeathers,Terrilltf,"Blackfoot. I mainly retweet for causes I believe in and things I find funny. No, I’m not on Facebook.",2009-06-13 16:51:47+00:00,45455,29488,[64],[],[],Terrorism & War,6459264,"Blackfoot. I mainly retweet for causes I believe in and things I find funny. No, I’m not on Facebook.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
50,50,50,Alp,AlpSirman,"Dr'um. İnsanlık Sendromu, Sahte sağlık önerilerini anlatan Sağlık Balonları adlı iki kitabım, İşin Doğrusu adında Popular Science de köşem var.",2009-11-26 06:53:56+00:00,51994,10426,[64],[],[],Terrorism & War,6459264,"Dr'um. İnsanlık Sendromu, Sahte sağlık önerilerini anlatan Sağlık Balonları adlı iki kitabım, İşin Doğrusu adında Popular Science de köşem var.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
51,51,51,Showing my paintings in a Seattle Art Gallery,CharlesMunn1,"Ray Munn,BLM!,Ret USAF, Author, Paradise Now, Becoming The Thinker, short Stories,+Painter, Landscapes,Portraits,Abstracts,etc. +Sailboat Builder, & Physics fan",2011-09-25 18:04:41+00:00,78847,72863,[64],[],[],Terrorism & War,6459264,"Ray Munn,BLM!,Ret USAF, Author, Paradise Now, Becoming The Thinker, short Stories,+Painter, Landscapes,Portraits,Abstracts,etc. +Sailboat Builder, & Physics fan","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
52,52,52,KOFI OKYERE DARKO,kod57gh,"God's annointed. Broadcast Journalist, Pan-African Activist, Best MC in Ghana,Women&Childrens Advocate, International Events Host, Fashion Designer",2013-02-05 00:27:27+00:00,28257,0,[64],[],[],Terrorism & War,6459264,"God's annointed. Broadcast Journalist, Pan-African Activist, Best MC in Ghana,Women&Childrens Advocate, International Events Host, Fashion Designer","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
53,53,53,Samantha Rivera,JSamanthaRivera,Bilingual🇲🇽 Sports Reporter/Anchor @CBSMiami | Chicagoland native🤎 | @DePaulJOUR Alum | @NAHJ/@SPJ Member📺,2014-05-14 00:52:34+00:00,28641,5032,[64],[],[],Terrorism & War,6459264,Bilingual🇲🇽 Sports Reporter/Anchor @CBSMiami | Chicagoland native🤎 | @DePaulJOUR Alum | @NAHJ/@SPJ Member📺,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
54,54,54,Sam-G,OwusuSamG,Multitalented Multitasker | Digital Creator | Web Dev | Graphics Designer | Beta Tester | #Zed𝕏 #Black𝕏 #RTN,2009-05-23 16:49:59+00:00,38167,24025,[64],[],[],Terrorism & War,6459264,Multitalented Multitasker | Digital Creator | Web Dev | Graphics Designer | Beta Tester | #Zed𝕏 #Black𝕏 #RTN,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
55,55,55,T&T Guardian,GuardianTT,The official account of the T&T Guardian,2009-06-17 15:48:37+00:00,123106,433,[64],[],[],Terrorism & War,6459264,The official account of the T&T Guardian,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
56,56,56,𝖆𝖑𝖊𝖝,kalex254,"|Eɴɢɪɴᴇᴇʀɪɴɢ| |Cᴏɴsᴛʀᴜᴄᴛɪᴏɴ| |Pʀᴏᴊᴇᴄᴛ Mᴀɴᴀɢᴇᴍᴇɴᴛ| |Vɪʀɢᴏ| 🇰🇪 
𝑽𝒊𝒆𝒘𝒔 𝒉𝒆𝒓𝒆 𝒂𝒓𝒆 ➊⓿⓿% 𝒎𝒚 𝒐𝒘𝒏",2011-06-03 05:20:10+00:00,36054,25887,[64],[],[],Terrorism & War,6459264,"|Eɴɢɪɴᴇᴇʀɪɴɢ| |Cᴏɴsᴛʀᴜᴄᴛɪᴏɴ| |Pʀᴏᴊᴇᴄᴛ Mᴀɴᴀɢᴇᴍᴇɴᴛ| |Vɪʀɢᴏ| 🇰🇪 
𝑽𝒊𝒆𝒘𝒔 𝒉𝒆𝒓𝒆 𝒂𝒓𝒆 ➊⓿⓿% 𝒎𝒚 𝒐𝒘𝒏","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
57,57,57,Fabio Poveda,FabioPovedaRuiz,"Periodista deportivo de BLU. Director de Deporte Espectacular, escúchelo de 8:00 a 10 AM en “A un Click Radio”. Papá de Gabriella, Isabella y Lucianna.",2012-10-25 06:12:40+00:00,83472,1978,[64],[],[],Terrorism & War,6459264,"Periodista deportivo de BLU. Director de Deporte Espectacular, escúchelo de 8:00 a 10 AM en “A un Click Radio”. Papá de Gabriella, Isabella y Lucianna.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
58,58,58,Lester 📸,yetkl,Creative Director | Photographer @SHOTBYLESTER on Instagram,2009-04-26 01:43:26+00:00,26047,1211,[64],[],[],Terrorism & War,6459264,Creative Director | Photographer @SHOTBYLESTER on Instagram,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
59,59,59,Chishala Chitoshi Jr 🇿🇲,geshgroove,"Lawyer,international DJ & MC,Radio & TV Station owner, presenter & producer. Manchester UTD fan!personal views not affiliated to my businesses & associates.",2010-10-22 12:42:23+00:00,48080,3164,[64],[],[],Terrorism & War,6459264,"Lawyer,international DJ & MC,Radio & TV Station owner, presenter & producer. Manchester UTD fan!personal views not affiliated to my businesses & associates.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
60,60,60,iDrizzy🦅,iDrizzy01,Tech/Music •Audiophile •@Wizkidayo •Leo Messi· Gamer @Xbox · Nocturnal,2010-12-26 04:27:26+00:00,21082,8686,[64],[],[],Terrorism & War,6459264,Tech/Music •Audiophile •@Wizkidayo •Leo Messi· Gamer @Xbox · Nocturnal,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
61,61,61,CHCH News,CHCHNews,"CHCH is proud to be the news leader in Hamilton, Halton and Niagara. Watch live online at https://t.co/UuhdoUKntU for all the latest news coverage.",2012-08-30 15:02:30+00:00,102772,658,[64],[],[],Terrorism & War,6459264,"CHCH is proud to be the news leader in Hamilton, Halton and Niagara. Watch live online at https://t.co/UuhdoUKntU for all the latest news coverage.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
62,62,62,Rahul Pramod Mahajan,TheRahulMahajan,"Spiritual person seeking the truth ,Osho is my guru,when feel like entertain people make them laugh and think, Patriotic but NOT nationalistic",2012-12-21 06:27:44+00:00,153776,0,[64],[],[],Terrorism & War,6459264,"Spiritual person seeking the truth ,Osho is my guru,when feel like entertain people make them laugh and think, Patriotic but NOT nationalistic","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
63,63,24,Vikas Saraswat,VikasSaraswat,"Entrepreneur and writer. Columnist at Swarajya and Dainik Jagran. Chapter Co ordinator, Indic Academy, Agra


Jamuna kinare mero gaon",2010-04-11 10:06:10+00:00,51085,1030,[64],[],[],Terrorism & War,6459264,"Entrepreneur and writer. Columnist at Swarajya and Dainik Jagran. Chapter Co ordinator, Indic Academy, Agra


Jamuna kinare mero gaon","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
64,64,63,Ron Asher,rmasher2,"Artist, educator, playwright, lampmaker, resister. 'What looks large from a distance / Close up ain't never that big' #BobDylan #Resist #GOTV #lgbtq #equality",2012-02-28 22:21:39+00:00,71048,62688,[64],[],[],Terrorism & War,6459264,"Artist, educator, playwright, lampmaker, resister. 'What looks large from a distance / Close up ain't never that big' #BobDylan #Resist #GOTV #lgbtq #equality","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
65,65,64,CNN,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",2007-02-09 00:35:02+00:00,62383746,1081,[],[],"['a russian officer ""pushed that button deliberately"" & shot down #mh17, ukrainian gov. says: URL URL']",Terrorism & War,6459264,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
66,66,65,Raja Faisal,RajaFaisalPK,Journalist | Security Analyst | Prisoner of Conscience | @WorldPTV | Recipient #PrideOfPakistan 2021 | RTs≠Endorsements,2013-01-18 15:10:10+00:00,104479,2015,[64],[],[],Terrorism & War,6459264,Journalist | Security Analyst | Prisoner of Conscience | @WorldPTV | Recipient #PrideOfPakistan 2021 | RTs≠Endorsements,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
67,67,66,Artis Pabriks,Pabriks,"Politician, former Deputy Prime Minister, Minister of Defence and Foreign Affairs, former MEP.",2010-11-23 09:42:42+00:00,51358,1860,[64],[],[],Terrorism & War,6459264,"Politician, former Deputy Prime Minister, Minister of Defence and Foreign Affairs, former MEP.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
68,68,67,Joseph McNamara,dynamac,"Leading expert in Canadian payroll. Interests include film,theater,politics and a whole lot more.",2009-03-29 17:08:26+00:00,42211,28795,[64],[],[],Terrorism & War,6459264,"Leading expert in Canadian payroll. Interests include film,theater,politics and a whole lot more.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
69,69,68,Ed Ludlow,EdLudlow,"Hosting @technology and covering tech/autos for @business from San Francisco. Brit in the USA.

DM for Signal!",2011-06-24 14:21:46+00:00,22881,5445,[64],[],[],Terrorism & War,6459264,"Hosting @technology and covering tech/autos for @business from San Francisco. Brit in the USA.

DM for Signal!","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
70,70,69,CNN This Morning with Kasie Hunt,CNNThisMorning,"Get a jump on the day’s news with @Kasie Hunt, weekdays from 5am-7am ET on @CNN and CNN Max.",2013-04-23 19:11:41+00:00,353433,1222,[64],[],[],Terrorism & War,6459264,"Get a jump on the day’s news with @Kasie Hunt, weekdays from 5am-7am ET on @CNN and CNN Max.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
71,71,70,Rodrigo Huerta Merodio,olmedopato,Liberado por las letras con derecho absoluto a rebelión del opresor. Seas quien seas. Alquilo mi labor a la realidad.,2011-05-24 06:12:45+00:00,21543,18894,[64],[],[],Terrorism & War,6459264,Liberado por las letras con derecho absoluto a rebelión del opresor. Seas quien seas. Alquilo mi labor a la realidad.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
72,72,71,#다시태어나도소원할게💖,jasminelep,"Just someone who happens to be a fan of SNSD, translates now and then.
Personal account, and my tweets are for myself.
Do not repost my translations w/o credit.",2009-06-29 12:33:11+00:00,28179,605,[72],[],[],Urban Legends,421589,"Just someone who happens to be a fan of SNSD, translates now and then.
Personal account, and my tweets are for myself.
Do not repost my translations w/o credit.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
73,73,72,BuzzFeed,BuzzFeed,"Brb, taking quizzes 📈 some links may be affiliate 👍",2007-05-01 21:40:03+00:00,6040560,2826,[],[],['this is how people in china are riding escalators after a horrific accident URL URL'],Urban Legends,421589,"Brb, taking quizzes 📈 some links may be affiliate 👍","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
74,74,73,asdfghjkl,PrachiRai,"I ship me and food. Or rather, I chip me and food. Get it? Because like potato chips go with the food thing? Yeah I am not funny. BYE",2010-08-13 12:24:05+00:00,296450,62764,[],[],[],Urban Legends,421589,"I ship me and food. Or rather, I chip me and food. Get it? Because like potato chips go with the food thing? Yeah I am not funny. BYE","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
75,75,74,isaac,isaac,ᠰᠠᡳ᠌ᠨ ᠨᠣ    #Sharism #Entropy npub15zr9cr8ja6jpmadkzaztdhcu0066mp0jf4lvv6269k6y4fjdg8use7j3rq,2006-12-11 07:21:44+00:00,61645,3451,[72],[],[],Urban Legends,421589,ᠰᠠᡳ᠌ᠨ ᠨᠣ    #Sharism #Entropy npub15zr9cr8ja6jpmadkzaztdhcu0066mp0jf4lvv6269k6y4fjdg8use7j3rq,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
76,76,75,Priyal,priyal,"All things happy and filmy. @ISBEdu @CityUniLondon alum. Marketeer by day, pop culture by night. Bollywood all day, all night. Tweets are personal.",2008-11-26 15:48:31+00:00,29399,808,[72],[],[],Urban Legends,421589,"All things happy and filmy. @ISBEdu @CityUniLondon alum. Marketeer by day, pop culture by night. Bollywood all day, all night. Tweets are personal.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
77,77,76,Texas Public Radio,TPRNews,"Real. Reliable. Texas Public Radio. News & information from across Texas, with seven stations serving South Texas, the Hill Country and beyond.",2009-01-07 21:18:18+00:00,21591,906,[],[],[],Business,9717759,"Real. Reliable. Texas Public Radio. News & information from across Texas, with seven stations serving South Texas, the Hill Country and beyond.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
78,78,77,drew olanoff,yoda,dad / i ❤️ @aprilolanoff / troubadour @synctera / unofficial @sixers mascot / former @textplus @techcrunch @yahoo @eyeem @scaleworks / #blamedrewscancer,2006-10-24 03:56:09+00:00,34499,3439,[82],[],[],Business,9717759,dad / i ❤️ @aprilolanoff / troubadour @synctera / unofficial @sixers mascot / former @textplus @techcrunch @yahoo @eyeem @scaleworks / #blamedrewscancer,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
79,79,78,Alex Fitzpatrick,AlexJamesFitz,I've left Twitter — find me on Threads: https://t.co/tqJSWHBYtg,2009-03-16 01:11:01+00:00,31335,1661,[82],[],[],Business,9717759,I've left Twitter — find me on Threads: https://t.co/tqJSWHBYtg,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
80,80,79,Matt Mackowiak,MattMackowiak,"Operative, problem solver, run @potomacstrategy. Co-founder @SaveAustinNow. Chairman @TravisGOP. Steelers/Pens/Horns. The most committed always wins. ♥️Amy Sowa",2007-03-21 15:32:12+00:00,35307,12356,[86],[],[],Business,9717759,"Operative, problem solver, run @potomacstrategy. Co-founder @SaveAustinNow. Chairman @TravisGOP. Steelers/Pens/Horns. The most committed always wins. ♥️Amy Sowa","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
