,label,id,source,num_users,max_depth,source_tweet,mean_time,median_time,max_time,topic_category,topic_name,start_time,root_user
131,True,551123464640536576,twitter15,303,3,"donna douglas, known for role as elly may clampett on 'the beverly hillbillies', dies: URL URL",2.302000000000001,2.065,4.22,Entertainment,True_Entertainment_62,2015-01-02 21:10:48+00:00,28785486
132,True,530943279161155584,twitter15,149,2,"the end is nigh: pepsi is testing doritos-flavored mountain dew. yes, for real: URL",4.004999999999999,2.91,10.97,Entertainment,True_Entertainment_43,2014-11-08 04:41:56+00:00,2883841
133,True,407234399093022720,twitter15,773,7,"also, rip roger rodas the man who died along with paul walker that seems to never be mentioned URL",3.349600000000001,3.28,4.28,Entertainment,True_Entertainment_29,2013-12-01 19:47:01+00:00,1214181878
134,True,407191144880439298,twitter15,108,2,im still on that paul walker situation i can't believe he died especially in a car.,1.5684,1.25,3.65,Entertainment,True_Entertainment_14,0,26878858
135,True,507257950868885504,twitter15,361,4,breaking: ap source: tesla motors has selected nevada as site for $5b electric car battery factory.,0.5010000000000001,0.5,0.82,Business,True_Business_1,2014-09-03 20:04:54+00:00,51241574
136,True,500278294055768064,twitter15,100,3,"ferguson police chief: officer involved in shooting of michael brown was darren wilson, a 6-year veteran with no disciplinary record",1.2792,1.045,2.92,Politics,True_Politics_1,2014-08-15 13:50:14+00:00,2467791
137,True,407213772328022016,twitter15,318,3,"fast and furious star paul walker dead in car crash. what next, samuel l jackson killed by snakes on a plane?",2.003,1.57,5.5,Entertainment,True_Entertainment_22,0,157627966
138,True,407290084593913856,twitter15,397,4,rip to the driver who was also killed along with paul walker who no one seems to care about... URL,3.6574,3.43,6.05,Entertainment,True_Entertainment_34,2013-12-01 23:28:17+00:00,752749796
139,True,524988712367955970,twitter15,235,3,"more: canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: URL",0.836,0.815,1.54,Terrorism & War,True_Terrorism & War_30,2014-10-22 18:20:37+00:00,51241574
140,True,536849906997415936,twitter15,192,4,this lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,4.4898,3.98,12.24,Science & Technology,True_Science & Technology_14,2014-11-24 11:52:46+00:00,16973333
141,True,427689948398231552,twitter15,340,3,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease: URL,2.6248,1.68,8.68,Health,True_Health_3,2014-01-27 06:30:04+00:00,51241574
142,True,537006518118273025,twitter15,326,9,"that powerful, 40-year-old letter from lego to parents? it's real URL URL",4.937,5.235,9.53,Science & Technology,True_Science & Technology_15,2014-11-24 22:15:05+00:00,16973333
143,True,504131654810877952,twitter15,627,3,attorney: new audio reveals pause in gunfire when michael brown was shot. URL,1.938,2.06,3.22,Politics,True_Politics_2,2014-08-26 05:02:07+00:00,428333
144,True,524987184836005889,twitter15,125,3,the rcmp and ottawa police news conference is beginning now. watch live: URL #cbcott #ottnews,0.9988,0.98,1.9,Politics,True_Politics_5,2014-10-22 18:14:33+00:00,18999969
145,True,407184730988097536,twitter15,379,2,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. #rippaulwalker",1.8014,1.285,2.95,Entertainment,True_Entertainment_12,2013-12-01 16:29:39+00:00,14681605
146,True,524950339074523137,twitter15,562,5,dramatic photos from @wcuddington on the scene in ottawa URL URL,1.4913999999999996,1.52,2.41,Politics,True_Politics_3,0,22968158
147,True,562093717201616896,twitter15,284,3,madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL,1.072,1.0550000000000002,2.1,Entertainment,True_Entertainment_65,2015-02-02 03:42:40+00:00,7157132
148,True,407292452060815360,twitter15,156,2,"in the wake of paul walker's tragic death, what's the future of the @fastfurious movies? URL #rippaulwalker",3.157400000000001,3.15,6.4,Entertainment,True_Entertainment_36,2013-12-01 23:37:42+00:00,40076725
149,True,523863683928457216,twitter15,1588,5,goliath encounter: puppy-sized spider surprises scientist in rainforest - URL URL,1.6818,1.55,3.45,Science & Technology,True_Science & Technology_1,2014-10-19 15:50:09+00:00,15012486
150,True,336873759271157760,twitter15,647,2,hasan gets $278k but victims denied army benefits. disgusting waste of tax $$. garnish his wages & send 2 red cross URL,3.0688000000000004,3.2,5.25,Politics,True_Politics_0,2013-05-21 15:58:57+00:00,237403203
151,True,531634492528939008,twitter15,1234,3,pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? URL URL,0.5792000000000002,0.655,0.93,Entertainment,True_Entertainment_45,2014-11-10 02:28:34+00:00,18927441
152,True,524928878075457536,twitter15,410,4,soldier shot at national war memorial in ottawa URL URL,0.7191999999999998,0.785,1.37,Terrorism & War,True_Terrorism & War_11,2014-10-22 14:22:51+00:00,6433472
153,True,552568163431247873,twitter15,544,7,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL,1.1168,1.14,2.28,Natural Disasters,True_Natural Disasters_3,2015-01-06 20:51:31+00:00,28785486
154,True,510916464631889920,twitter15,247,3,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- @dailymirror URL,1.374,1.32,3.77,Terrorism & War,True_Terrorism & War_2,2014-09-13 22:22:32+00:00,6017542
155,True,536804445678755840,twitter15,829,8,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,2.7088000000000005,2.85,4.62,Education,True_Education_3,2014-11-24 08:52:07+00:00,16973333
156,True,504304227246538752,twitter15,157,2,audio may have captured michael brown shooting URL,2.2929999999999984,2.55,2.55,Terrorism & War,True_Terrorism & War_0,2014-08-26 16:27:51+00:00,15754281
157,True,507918114567499776,twitter15,343,3,"al-shabaab leader ahmed abdi godane killed in monday's u.s. airstrike in somalia, pentagon says. URL",1.0334,0.865,1.9,Terrorism & War,True_Terrorism & War_1,2014-09-05 15:48:09+00:00,428333
158,True,407244865018155008,twitter15,120,4,i can't belive people are comparing paul walker's death to brian from family guy. shows how stupid and ignorant people are.,2.1947999999999994,1.9,4.23,Entertainment,True_Entertainment_31,2013-12-01 20:28:36+00:00,372475409
159,True,555003887753494528,twitter15,317,3,a saudi cleric has declared that the building of snowmen as being anti-islamic. URL,2.1002000000000005,1.91,3.94,Politics,True_Politics_8,2015-01-13 14:10:12+00:00,1367531
160,True,407167928313081856,twitter15,330,2,"""fast & furious"" stars heartbreakingly mourn paul walker's death URL URL",2.4355999999999995,2.21,4.27,Entertainment,True_Entertainment_5,2013-12-01 15:22:53+00:00,23482952
161,True,536540403109879809,twitter15,455,4,a letter written to parents inside all 1970s lego sets😳💯 this is perfect. URL,1.5707999999999998,1.625,2.57,Entertainment,True_Entertainment_56,0,131752870
162,True,532275347413544961,twitter15,270,3,sugarhill gang's big bank hank dies at 57 URL URL,1.311,1.47,2.28,Entertainment,True_Entertainment_51,2014-11-11 20:55:06+00:00,14511951
163,True,427944719612915712,twitter15,173,2,ex-marlboro man dies from smoking-related disease URL,3.5332000000000003,3.635,7.5,Health,True_Health_8,2014-01-27 23:22:26+00:00,2467791
164,True,536991428694376448,twitter15,190,3,"another letter to parents, included in 1970s lego sets URL URL",4.7594,5.395,10.67,Education,True_Education_6,2014-11-24 21:15:08+00:00,143145579
165,True,532276370953752576,twitter15,216,3,big bank hank of the sugarhill gang - famous for the 1979 hit 'rappers delight' - dead at 57 URL URL,2.5229999999999992,2.545,6.91,Entertainment,True_Entertainment_53,2014-11-11 20:59:10+00:00,14173315
166,True,407223928084766721,twitter15,265,3,paul walker's death: 'fast & furious 7' delayed but won't be scrapped URL,3.366000000000001,2.225,9.38,Entertainment,True_Entertainment_25,2013-12-01 19:05:24+00:00,17446621
167,True,525408908484280321,twitter15,960,4,dogs of canadian reservist killed at national war memorial wait for him to return home URL URL,2.3098,2.025,4.08,Terrorism & War,True_Terrorism & War_36,2014-10-23 22:10:20+00:00,15438913
168,True,527272948680622080,twitter15,155,2,update: police confirm former baseball star jose canseco shot himself in his left hand in an accidental shooting - cnn,1.5136000000000005,1.735,2.42,Entertainment,True_Entertainment_38,0,292777349
169,True,574062768896212992,twitter15,229,3,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL,4.505000000000001,4.535,7.78,Education,True_Education_7,2015-03-07 04:23:24+00:00,28785486
170,True,536738726693847041,twitter15,142,4,legendary egalitarian 1970s letter from lego to parents URL,4.3496,3.095,8.07,Education,True_Education_2,0,14166714
171,True,524944881941495809,twitter15,1038,5,update: attacker shot dead in parliament after soldier shot at war memorial URL #ottawashooting URL,0.8468000000000001,0.77,1.57,Terrorism & War,True_Terrorism & War_17,2014-10-22 15:26:27+00:00,6433472
172,True,518866406512025602,twitter15,726,3,"hewlett-packard to split into two companies, wsj says. URL",0.6534,0.575,1.1,Business,True_Business_14,2014-10-05 20:52:46+00:00,428333
173,True,407290871856369664,twitter15,396,3,"r.i.p paul walker, why are people making jokes about his death? not funny at all!",2.2634000000000025,2.43,2.43,Entertainment,True_Entertainment_35,2013-12-01 23:31:25+00:00,467047990
174,True,407198615137181696,twitter15,1825,9,r.i.p roger rodas the man who died with paul walker that everybody forgot about.. #rippaulwalker #riprogerrodas URL,2.970999999999999,3.455,4.88,Entertainment,True_Entertainment_19,0,628318484
175,True,615689290706595840,twitter16,357,2,.@whitehouse in rainbow colors for #scotusmarriage? here's what i think about that decision: URL,4.638199999999999,4.779999999999999,9.0,Politics,True_Politics_45,2015-06-30 01:12:20+00:00,44945327
176,True,553590835850514433,twitter16,241,3,"hostage-taker in supermarket siege killed, reports say. #parisattacks URL URL",0.4456,0.39,0.9,Terrorism & War,True_Terrorism & War_65,2015-01-09 16:35:15+00:00,7587032
177,True,616311563071434753,twitter16,489,6,apologies if you've already seen a crow riding a bald eagle today. image: phoo chan story: URL URL,2.5412,2.415,6.19,Entertainment,True_Entertainment_69,2015-07-01 18:25:01+00:00,26659703
178,True,553535829017370625,twitter16,184,5,#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL,1.5088,1.52,2.68,Terrorism & War,True_Terrorism & War_60,2015-01-09 12:56:40+00:00,1994321
179,True,553543369604210689,twitter16,128,6,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. URL,3.0292000000000003,2.81,5.88,Terrorism & War,True_Terrorism & War_61,0,747822822
180,True,649985459389661184,twitter16,295,3,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,2.3186,2.205,4.41,Politics,True_Politics_51,2015-10-02 16:33:04+00:00,807095
181,True,553531413459660800,twitter16,306,5,update - afp says gunman who has taken a hostage at kosher supermarket in paris believed to be suspect in killing of policewoman on thursday,0.7304,0.725,1.18,Terrorism & War,True_Terrorism & War_59,2015-01-09 12:39:07+00:00,87416722
182,True,544512108885725184,twitter16,150,5,paramedics are currently carrying out a number of hostages in #martinpl. #sydneysiege #9news,0.5310000000000001,0.5,1.03,Terrorism & War,True_Terrorism & War_47,2014-12-15 15:19:37+00:00,171802941
183,True,614608936491188225,twitter16,971,4,white house lit in rainbow colors after gay marriage ruling URL URL,0.9692,0.78,1.84,Politics,True_Politics_25,2015-06-27 01:39:23+00:00,17446621
184,True,524975705206304769,twitter16,372,4,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings. senators were to host maple leafs.,0.3710000000000001,0.35,0.63,Terrorism & War,True_Terrorism & War_25,2014-10-22 17:28:56+00:00,19038934
185,True,614595181845839873,twitter16,2140,9,the white house is lit up rainbow. URL,3.9912,4.695,5.9,Politics,True_Politics_17,2015-06-27 00:44:44+00:00,18939358
186,True,614599619310407680,twitter16,392,4,white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. URL,1.9514,2.005,3.58,Politics,True_Politics_19,2015-06-27 01:02:22+00:00,1367531
187,True,614594667225571328,twitter16,341,6,breaking: the @whitehouse is celebrating with us tonight lit up in rainbow colors. #lovewins URL,1.2396,1.1749999999999998,2.05,Politics,True_Politics_15,2015-06-27 00:42:41+00:00,487600344
188,True,614610920782888960,twitter16,2822,6,there will be cool photos of the white house w rainbow colors tonight but hard to top this one by chuck kennedy. URL,2.0254000000000008,2.06,2.58,Entertainment,True_Entertainment_68,2015-06-27 01:47:17+00:00,18215973
189,True,544491151118860289,twitter16,112,2,"sydney hostage-taker - man monis, 49 - originally from iran - self-styled sheikh - accused of sexually assaulting 7 women developing..",1.3636,0.985,3.55,Terrorism & War,True_Terrorism & War_46,0,292777349
190,True,614601139422633984,twitter16,671,5,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,1.4408,1.405,2.75,Politics,True_Politics_21,2015-06-27 01:08:25+00:00,86141342
191,True,553476490315431937,twitter16,112,4,police convoy and helicopters are rushing to scene to detain charlie hebdo massacre suspects URL URL,3.1499999999999995,2.575,8.63,Terrorism & War,True_Terrorism & War_56,2015-01-09 09:00:53+00:00,15438913
192,True,614628865353351168,twitter16,395,4,the white house takes on rainbow hues in celebrating #scotusmarriage decision: URL URL,1.507,1.335,3.06,Politics,True_Politics_37,2015-06-27 02:58:35+00:00,2097571
193,True,614645853291155457,twitter16,175,3,"as sun goes down, white house lights up rainbow colors to celebrate scotus ruling: URL URL",3.962600000000001,3.3,8.63,Politics,True_Politics_39,2015-06-27 04:06:05+00:00,1917731
194,True,552791196247269378,twitter16,244,3,"breaking: at least 10 killed in shooting at french satirical newspaper charlie hebdo, paris prosecutor's office says. URL",0.8602,0.75,1.87,Terrorism & War,True_Terrorism & War_49,2015-01-07 11:37:46+00:00,2097571
195,True,614626710248534016,twitter16,201,2,"""these colors celebrate a new chapter in the history of american civil rights."" #lovewins URL URL",2.9904,2.725,5.14,Politics,True_Politics_35,2015-06-27 02:50:01+00:00,2884771
196,True,649903655160815616,twitter16,407,3,vatican says #kimdavis' meeting w/ #popefrancis 'should not be considered a form of support.' URL URL,2.3082,2.385,3.99,Politics,True_Politics_49,2015-10-02 11:08:00+00:00,759251
197,True,614494170590367744,twitter16,894,4,theres' a double rainbow over the white house URL,0.3915999999999999,0.375,0.63,Natural Disasters,True_Natural Disasters_6,0,1187647735
198,True,614618682543616000,twitter16,365,3,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL,1.3334,1.21,2.4,Politics,True_Politics_33,2015-06-27 02:18:07+00:00,2884771
199,True,614605997953404929,twitter16,396,2,white house lit in rainbow colors after high court's gay marriage ruling (with photo) URL,1.0965999999999998,1.1949999999999998,2.05,Politics,True_Politics_23,2015-06-27 01:27:43+00:00,51241574
200,True,544271284796784640,twitter16,157,5,"developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - URL URL",3.2918000000000003,3.695,6.07,Terrorism & War,True_Terrorism & War_39,0,375721095
201,True,524962142563610625,twitter16,178,4,#breaking rick hughes at cbc hamilton: the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton,1.4298,1.465,1.95,Terrorism & War,True_Terrorism & War_21,2014-10-22 16:35:02+00:00,957502914
202,True,614594195479752704,twitter16,635,5,white house lit in rainbow colors after today's historic supreme court ruling #scotusmarriage URL,0.8236000000000001,0.8,1.7,Politics,True_Politics_13,2015-06-27 00:40:49+00:00,8839632
203,True,614593989203886080,twitter16,170,4,the @whitehouse is lit up like a rainbow! #lovewins URL,1.9812,2.255,3.36,Politics,True_Politics_12,0,19921215
204,True,544476808566276097,twitter16,165,4,tv channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. URL URL,1.8862,1.37,5.53,Terrorism & War,True_Terrorism & War_45,2014-12-15 12:59:21+00:00,7587032
205,True,524952883343925249,twitter16,977,4,watch video showing gunfire inside canada's parliament in ottawa URL URL,0.4178,0.42,0.7,Terrorism & War,True_Terrorism & War_20,2014-10-22 15:58:15+00:00,5402612
206,True,553508098825261056,twitter16,206,4,police have surrounded this building where the suspected #charliehebdo attackers are holed-up URL URL,1.524,1.25,3.62,Terrorism & War,True_Terrorism & War_57,2015-01-09 11:06:29+00:00,14173315
207,True,614628136634949632,twitter16,187,3,the @whitehouse is lit up in a rainbow #lovewins URL,2.8652,2.825,6.71,Politics,True_Politics_36,2015-06-27 02:55:41+00:00,35459922
208,True,615494435074363392,twitter16,1362,4,"if they can light up the white house like a rainbow for gay pride, it sure as hell better be red, white & blue for independence day. merica.",2.1291999999999995,2.36,4.3,Politics,True_Politics_43,2015-06-29 12:18:03+00:00,1018225862
209,True,553590459688570880,twitter16,2425,6,several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL,0.5486,0.56,0.98,Terrorism & War,True_Terrorism & War_64,2015-01-09 16:33:45+00:00,868112707
210,True,553512735192141826,twitter16,105,2,update - afp: an unnamed police source says the killing of the policewoman in #paris on thursday is linked to the #charliehebdo attack,1.178,1.06,2.63,Terrorism & War,True_Terrorism & War_58,2015-01-09 11:24:54+00:00,87416722
211,True,641082932740947972,twitter16,193,2,"judy carne, ‘sock it to me girl’ on ‘laugh-in,’ dies at 76 URL",2.6176000000000004,1.99,5.35,Entertainment,True_Entertainment_71,2015-09-08 02:57:36+00:00,807095
212,True,614607711368519680,twitter16,310,5,photo: white house lit in rainbow colors after high court's gay marriage ruling URL URL,1.2836,1.295,2.8,Politics,True_Politics_24,2015-06-27 01:34:31+00:00,16374678
213,True,614671961801785344,twitter16,233,3,the white house is glowing with pride URL | ap photo URL,2.688,2.7350000000000003,5.63,Politics,True_Politics_41,2015-06-27 05:49:50+00:00,9300262
214,True,650128194209730561,twitter16,204,3,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,3.4672,2.875,7.68,Politics,True_Politics_53,2015-10-03 02:00:14+00:00,807095
215,True,649881917534433280,twitter16,191,3,"pope francis’ meeting wasn’t an endorsement of kim davis, vatican says URL",4.926999999999999,4.38,8.81,Politics,True_Politics_47,2015-10-02 09:41:38+00:00,807095
216,True,628319096606732290,twitter16,866,6,whole foods' $6 asparagus water is just water with three stalks of asparagus in it URL URL,1.5469999999999997,1.75,2.47,Business,True_Business_21,2015-08-03 21:38:40+00:00,5695632
217,True,524936872666353664,twitter16,1362,6,more shots fired just off parliament hill. police telling everyone to take cover.,0.2638000000000002,0.28,0.32,Terrorism & War,True_Terrorism & War_13,2014-10-22 14:54:37+00:00,19038934
218,True,614638036593299456,twitter16,273,4,"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL",2.7704000000000004,2.43,4.82,Politics,True_Politics_38,2015-06-27 03:35:02+00:00,2884771
219,True,544358533819420672,twitter16,161,2,breaking: three hostages appear to have escaped the sydney cafe where a siege remains ongoing. URL #sydneyseige,1.8432,1.89,3.73,Terrorism & War,True_Terrorism & War_44,2014-12-15 05:09:22+00:00,2097571
220,True,524965775036387329,twitter16,161,8,"hero. @affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter #ottawa URL """,2.2764,2.25,4.48,Terrorism & War,True_Terrorism & War_22,2014-10-22 16:49:28+00:00,171606833
221,True,525025463648137216,twitter16,142,3,breaking: a source confirms to cp24 that the deceased soldier in ottawa is cpl. nathan cirillo. cirillo was a member of the hamilton argylls,1.3188000000000002,1.2,2.92,Terrorism & War,True_Terrorism & War_34,2014-10-22 20:46:39+00:00,19636948
222,True,614604580601597953,twitter16,237,4,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",1.8208,1.8,3.95,Politics,True_Politics_22,2015-06-27 01:22:05+00:00,1917731
223,True,614617234942656512,twitter16,2443,7,the white house tonight is illuminated in rainbow colors to honor and celebrate marriage equality. bravo! URL,0.8602,0.8400000000000001,1.48,Politics,True_Politics_32,2015-06-27 02:12:22+00:00,17004618
224,True,544319274072817664,twitter16,126,3,"ray hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",3.5206,3.225,6.97,Terrorism & War,True_Terrorism & War_42,0,25777812
225,True,628681462976528384,twitter16,191,6,"whole foods called out for selling $6 ""asparagus water,"" water with stalks of asparagus in it URL URL",1.9255999999999995,1.97,3.69,Business,True_Business_22,2015-08-04 21:38:35+00:00,15012486
226,True,544289941996326912,twitter16,217,4,prime minister tony abbott's statement on the #sydneysiege. updates: URL URL,1.2721999999999998,1.25,2.58,Politics,True_Politics_7,2014-12-15 00:36:49+00:00,9609632
227,True,649974380416618496,twitter16,266,3,"vatican official says there is ""a sense of regret"" that pope francis met with kim davis: URL URL",2.752600000000001,2.27,5.52,Politics,True_Politics_50,2015-10-02 15:49:02+00:00,1652541
228,True,616481759329427456,twitter16,539,3,"just a crow riding an eagle, nbd. URL URL",1.3663999999999998,1.26,2.3,Entertainment,True_Entertainment_70,2015-07-02 05:41:19+00:00,972651
229,True,552785375161499649,twitter16,125,3,breaking: 10 reportedly shot dead at paris hq of french weekly charlie hebdo URL,1.6367999999999998,1.32,4.35,Terrorism & War,True_Terrorism & War_48,2015-01-07 11:14:38+00:00,16973333
230,True,614610364702044164,twitter16,467,5,white house set aglow with rainbow pride URL | ap photo URL,1.0826,0.99,2.25,Politics,True_Politics_28,2015-06-27 01:45:04+00:00,9300262
231,True,614595106906226688,twitter16,850,7,the white house bathed in rainbow #scotusgaymarriage URL,2.4178,2.65,2.92,Politics,True_Politics_16,2015-06-27 00:44:26+00:00,22077368
232,True,614790312955904000,twitter16,880,4,see the white house light up as a rainbow to celebrate gay marriage URL URL,0.9117999999999996,0.89,1.8,Politics,True_Politics_42,2015-06-27 13:40:07+00:00,14293310
233,True,525019752507658240,twitter16,985,6,"#isis media account posts picture claiming to be michael zehaf-bibeau, dead #ottawashooting suspect. #canada URL",4.1334,5.465,6.56,Terrorism & War,True_Terrorism & War_32,0,2779009591
234,True,614620298877513729,twitter16,832,8,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,0.8422000000000003,0.85,1.67,Politics,True_Politics_34,2015-06-27 02:24:33+00:00,28785486
235,True,614599587362414592,twitter16,214,6,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,2.6968,2.215,6.25,Politics,True_Politics_18,0,67958182
236,True,649889459836710912,twitter16,366,4,"breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says. URL",2.443,2.18,4.9,Politics,True_Politics_48,2015-10-02 10:11:36+00:00,807095
237,True,524980744658382848,twitter16,218,3,"#rcmp to hold news conference on #ottawa shootings at 2 pm et, 11 am pt. watch live coverage @ URL",0.9456000000000002,1.08,1.48,Terrorism & War,True_Terrorism & War_28,2014-10-22 17:48:57+00:00,19038934
238,True,614594259900080128,twitter16,169,3,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",1.8114,1.71,3.42,Politics,True_Politics_14,2015-06-27 00:41:04+00:00,1917731
239,True,614614133410033664,twitter16,644,4,the white house goes rainbow to celebrate supreme court marriage ruling URL URL,0.8956000000000002,0.835,1.68,Politics,True_Politics_29,2015-06-27 02:00:03+00:00,14173315
240,True,668849913678209024,twitter16,280,5,that superman poster is legit: URL URL,4.134,4.2,7.33,Entertainment,True_Entertainment_72,2015-11-23 17:53:40+00:00,14294848
241,True,524925050739490816,twitter16,237,3,breaking news: soldier shot at national war memorial in ottawa URL,1.1038000000000003,0.94,2.02,Terrorism & War,True_Terrorism & War_10,2014-10-22 14:07:39+00:00,6433472
242,True,552834961762709505,twitter16,111,2,paris manhunt: 3 #charliehebdo attackers with ak-47 rifles & reportedly rocket-propelled grenade still at large URL,2.4628,2.16,6.97,Terrorism & War,True_Terrorism & War_55,2015-01-07 14:31:40+00:00,64643056
243,True,544268732046913536,twitter16,101,3,#breaking: hostages are being held and a siege is taking place at sydney's lindt chocolat cafe in martin place.,4.8662,3.675,11.38,Terrorism & War,True_Terrorism & War_38,2014-12-14 23:12:32+00:00,16834659
244,True,614609560658161664,twitter16,922,5,the white house is lit like a rainbow tonight in honor of the #scotusmarriage ruling. URL,3.6218,3.9,6.95,Politics,True_Politics_26,2015-06-27 01:41:52+00:00,16311797
245,True,544291804057960448,twitter16,120,2,first photos: hostage pressed against a window. #sydneysiege URL,2.1134000000000004,2.0,6.22,Terrorism & War,True_Terrorism & War_40,0,423662810
246,True,628604055644934144,twitter16,201,4,whole foods' selling asparagus water is a sign the end times are near URL URL,4.922999999999999,4.49,8.38,Urban Legends,True_Urban Legends_6,0,115245884
247,True,552792544132997121,twitter16,197,3,breaking charlie hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for URL URL,1.073,0.79,2.25,Terrorism & War,True_Terrorism & War_50,2015-01-07 11:43:07+00:00,16973333
248,True,614494460747997184,twitter16,518,3,theres' a double rainbow over the white house URL,0.6182,0.625,0.95,Natural Disasters,True_Natural Disasters_7,0,1901273544
249,True,615592870540488704,twitter16,665,4,"if they can light up the white house like a rainbow, it sure as hell better be red, white & blue for independence day.",1.0702000000000005,1.065,2.04,Politics,True_Politics_44,2015-06-29 18:49:12+00:00,366355851
250,True,614610102927147008,twitter16,378,4,bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever,3.9766,3.075,8.91,Politics,True_Politics_27,2015-06-27 01:44:02+00:00,249293918
251,True,614648099542204416,twitter16,255,3,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL,3.47,3.335,6.55,Politics,True_Politics_40,2015-06-27 04:15:01+00:00,2884771
252,True,553566026030272512,twitter16,160,3,"breaking: two hostage situations in france are linked, paris prosecutor says",0.8593999999999999,0.755,1.8,Terrorism & War,True_Terrorism & War_62,2015-01-09 14:56:40+00:00,28785486
253,True,614616994499788800,twitter16,252,4,"there's a rainbow over the white house right now, just the same as when dublin had one the day ireland legalized URL",1.6325999999999994,1.5,4.01,Politics,True_Politics_31,0,288215711
254,True,614599815280857088,twitter16,683,7,look: @whitehouse lights up in rainbow colors to celebrate #scotus same-sex marriage ruling URL,1.9,2.025,3.66,Politics,True_Politics_20,2015-06-27 01:03:09+00:00,42958829
255,True,614615157730357248,twitter16,180,3,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL",2.5104,2.3600000000000003,5.45,Politics,True_Politics_30,2015-06-27 02:04:07+00:00,1917731
256,True,619242759359037440,twitter16,2086,4,"obama 2008:""i support traditional marriage, christians vote for me"" obama 2015:""the white house is a rainbow. bring me my unicorn"" merica.",0.4579999999999999,0.475,0.73,Politics,True_Politics_46,2015-07-09 20:32:33+00:00,466645191
257,True,552792913910833152,twitter16,99,4,at least 11 dead in shooting at hq of #charliehebdo in #paris (police source) URL,2.233,2.075,4.35,Terrorism & War,True_Terrorism & War_52,2015-01-07 11:44:35+00:00,1994321
258,True,553586897168392192,twitter16,452,5,#breaking : both charlie hebdo suspects killed as police storm building (police sources) URL URL,0.5218,0.55,0.88,Terrorism & War,True_Terrorism & War_63,2015-01-09 16:19:36+00:00,25049056
259,True,552792802309181440,twitter16,113,3,#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL,3.5486,3.875,7.63,Terrorism & War,True_Terrorism & War_51,2015-01-07 11:44:09+00:00,868112707
260,True,544329935943237632,twitter16,483,8,uber sydney trips from cbd will be free for riders. higher rates are still in place to encourage drivers to get into the cbd.,1.9546,1.96,3.73,Business,True_Business_19,0,508110571
261,True,552802654641225728,twitter16,102,4,charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL,2.289,2.345,4.45,Terrorism & War,True_Terrorism & War_53,2015-01-07 12:23:18+00:00,2461887810
262,True,544305540286148609,twitter16,100,5,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL,3.6728,3.075,7.18,Terrorism & War,True_Terrorism & War_41,2014-12-15 01:38:48+00:00,1960878613
263,True,616421546702336000,twitter16,176,3,"woah, nature. URL URL",2.5368,1.85,6.12,Natural Disasters,True_Natural Disasters_8,2015-07-02 01:42:03+00:00,972651
264,True,524944399890124801,twitter16,887,6,recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.,0.3600000000000001,0.33,0.62,Terrorism & War,True_Terrorism & War_16,2014-10-22 15:24:32+00:00,19038934
